"filename", "language", "C#", "XML", "JSON", "Properties", "comment", "blank", "total"
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\ShareX_windows.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 10, 0, 1, 11
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Themes\Generic.g.cs", "C#", 0, 0, 0, 0, 0, 2, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Themes\Generic.g.i.cs", "C#", 0, 0, 0, 0, 0, 2, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Themes\Generic.xaml", "XML", 0, 66, 0, 0, 0, 8, 74
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\CallsView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\CallsView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\CallsView.xaml", "XML", 0, 12, 0, 0, 0, 4, 16
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\FileTransferView.g.cs", "C#", 55, 0, 0, 0, 14, 5, 74
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\FileTransferView.g.i.cs", "C#", 34, 0, 0, 0, 11, 11, 56
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\FileTransferView.xaml", "XML", 0, 104, 0, 0, 0, 12, 116
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\MessagesView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\MessagesView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\MessagesView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\NotificationsView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\NotificationsView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\NotificationsView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\PhotosView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\PhotosView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Views\PhotosView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window1.g.cs", "C#", 48, 0, 0, 0, 14, 5, 67
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window1.g.i.cs", "C#", 32, 0, 0, 0, 11, 11, 54
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window1.xaml", "XML", 0, 73, 0, 0, 0, 14, 87
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window2.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window2.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\Window2.xaml", "XML", 0, 11, 0, 0, 0, 4, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\XamlSaveStateFile.xml", "XML", 0, 1, 0, 0, 0, 0, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\XamlTypeInfo.g.cs", "C#", 2086, 0, 0, 0, 31, 134, 2251
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\customWigets\FileItem.g.cs", "C#", 176, 0, 0, 0, 22, 19, 217
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\customWigets\FileItem.g.i.cs", "C#", 46, 0, 0, 0, 11, 12, 69
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\customWigets\FileItem.xaml", "XML", 0, 61, 0, 0, 0, 5, 66
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x64\test\net6.0-windows10.0.19041.0\win10-x64\priconfig.xml", "XML", 0, 67, 0, 0, 0, 0, 67
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\.NETCoreApp,Version=v6.0.AssemblyAttributes.cs", "C#", 3, 0, 0, 0, 1, 1, 5
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\App.g.cs", "C#", 7, 0, 0, 0, 8, 3, 18
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\App.g.i.cs", "C#", 51, 0, 0, 0, 14, 10, 75
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\App.xaml", "XML", 0, 54, 0, 0, 3, 11, 68
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\BlankWindow1.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\BlankWindow1.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Helpers\WindowBackgroundHelper.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Helpers\WindowBackgroundHelper.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MainWindow.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MainWindow.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MainWindow.xaml", "XML", 0, 25, 0, 0, 0, 7, 32
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MsixContent\AppxBlockMap.xml", "XML", 0, 2, 0, 0, 0, 0, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MsixContent\AppxManifest.xml", "XML", 0, 919, 0, 0, 8, 0, 927
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MsixContent\MSIX\main_license.xml", "XML", 0, 1, 0, 0, 0, 0, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MsixContent\MSIX\singleton_license.xml", "XML", 0, 1, 0, 0, 0, 0, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\MsixContent\[Content_Types].xml", "XML", 0, 2, 0, 0, 0, 0, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\CallLogsPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\FileTransferPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\ImageFullScreen.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\MessagesPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\NotificationPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Pages\PhotosPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\PhotosPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\PhotosPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\ShareX_windows.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 10, 5, 26
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\ShareX_windows.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 10, 0, 1, 11
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Themes\Generic.g.cs", "C#", 0, 0, 0, 0, 0, 2, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Themes\Generic.g.i.cs", "C#", 0, 0, 0, 0, 0, 2, 2
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Themes\Generic.xaml", "XML", 0, 66, 0, 0, 0, 8, 74
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallLogsPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallLogsPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallLogsViews.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallLogsViews.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallView.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallsView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallsView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\CallsView.xaml", "XML", 0, 12, 0, 0, 0, 4, 16
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\FileTransferPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\FileTransferPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\FileTransferView.g.cs", "C#", 55, 0, 0, 0, 14, 5, 74
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\FileTransferView.g.i.cs", "C#", 34, 0, 0, 0, 11, 11, 56
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\FileTransferView.xaml", "XML", 0, 104, 0, 0, 0, 12, 116
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\MessagesPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\MessagesPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\MessagesView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\MessagesView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\MessagesView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\NotificationsPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\NotificationsPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\NotificationsView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\NotificationsView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\NotificationsView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\PhotosPage.g.cs", "C#", 0, 0, 0, 0, 0, 1, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\PhotosPage.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\PhotosView.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\PhotosView.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Views\PhotosView.xaml", "XML", 0, 12, 0, 0, 0, 3, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window1.g.cs", "C#", 48, 0, 0, 0, 14, 5, 67
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window1.g.i.cs", "C#", 32, 0, 0, 0, 11, 11, 54
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window1.xaml", "XML", 0, 73, 0, 0, 0, 14, 87
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window2.g.cs", "C#", 22, 0, 0, 0, 14, 5, 41
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window2.g.i.cs", "C#", 24, 0, 0, 0, 11, 11, 46
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\Window2.xaml", "XML", 0, 11, 0, 0, 0, 4, 15
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\XamlSaveStateFile.xml", "XML", 0, 1, 0, 0, 0, 0, 1
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\XamlTypeInfo.g.cs", "C#", 2086, 0, 0, 0, 31, 134, 2251
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\customWigets\FileItem.g.cs", "C#", 222, 0, 0, 0, 24, 24, 270
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\customWigets\FileItem.g.i.cs", "C#", 46, 0, 0, 0, 11, 12, 69
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\customWigets\FileItem.xaml", "XML", 0, 61, 0, 0, 0, 5, 66
"e:\Projects\my_projects\visual studio projects\ShareX_windows\ShareX_windows\obj\x86\Debug\net6.0-windows10.0.19041.0\win10-x86\priconfig.xml", "XML", 0, 67, 0, 0, 0, 0, 67
"Total", "-", 10833, 5922, 4478, 50, 1394, 1833, 24510
